title,link,category,date,description,content,image,author
Guinée: le drame des porteurs de projets culturels,https://fr.le360.ma/monde/guinee-le-drame-des-porteurs-de-projets-culturels_CNOCH3X7CFFFDFOS4C44O4C74Q/,Société,Le 12/05/2025 à 09h55,"VidéoPourquoi est-il si difficile de mener à bien un projet culturel en Guinée? Les festivals et autres initiatives se multiplient à travers le pays, mais pour de nombreux promoteurs, assurer leur pérennité relève d’un véritable parcours du combattant.","
 Derrière les projecteurs et l’euphorie des spectacles se cachent des défis majeurs, souvent ignorés du grand public. Entre passion, précarité et persévérance, les porteurs de projets culturels avancent à contre-courant, poussés par la seule force de leur engagement.
 En Guinée, peu de gens mesurent réellement l’ampleur des obstacles auxquels ces acteurs culturels font face. Il ne s’agit pas seulement d’organiser des fêtes ou de divertir. Il s’agit de bâtir des espaces d’expression artistique dans un environnement où les ressources sont rares, le soutien limité, et l’intérêt du public, parfois absent.
 Prenons l’exemple du Festival des Arts et du Rire de Labé, qui en est à sa 8ᵉ édition. Malgré sa notoriété croissante dans la région, l’événement continue de rencontrer les mêmes difficultés structurelles: «Cette idée a été portée par une équipe. Aujourd’hui, nous peinons à la soutenir. Mais nous avons le courage et l’énergie de la maintenir debout. Parce que lorsqu’on chérit une chose, on veut bien la faire vivre, même avec peu de moyens», indique Mamadou Thug, porteur du projet FAR.",https://afrique.le360.ma/resizer/v2/SYO22I2ZKRBH7AI2FR3NHZOHWU.jpg?auth=4279c45082cf939a7479eaea12379b98f234d5def32867374003f3a1f8a0f4e9&smart=true&width=1216&height=684,"Mamadou Mouctar Souaré (Conakry, correspondance)"
"Nucléaire: pourparlers «sérieux» pour l’Iran, «encourageants» pour les États-Unis",https://fr.le360.ma/monde/nucleaire-pourparlers-serieux-pour-liran-encourageants-pour-les-etats-unis_5J4SEFXSGJD7PPUIQ2ZHR3VVYE/,International,Le 12/05/2025 à 09h06,"Les États-Unis et l’Iran ont achevé dimanche à Mascate un quatrième cycle de négociations sur le nucléaire, sans annoncer de percée mais en affichant un optimisme prudent.","
 Dans un contexte d’opposition croissante des États-Unis à l’enrichissement de l’uranium par l’Iran, le ministre iranien des Affaires étrangères Abbas Araghchi et l’émissaire pour le Moyen- Orient Steve Witkoff ont eu une nouvelle série de discussions via le médiateur omanais. Celle-ci est intervenue avant une tournée au Moyen-Orient du président américain Donald Trump, qui le conduira en Arabie saoudite, au Qatar et aux Émirats arabes unis du 13 au 16 mai.
 «Les négociations ont été beaucoup plus sérieuses et explicites que les trois cycles précédents» et elles «avancent», a dit M. Araghchi, qui doit se rendre lundi aux Émirats. Il a réaffirmé que son pays continuerait à enrichir l’uranium et qu’il n’y avait «pas de place pour un compromis» à ce sujet. Mais il a souligné que l’Iran «pourrait être ouvert à limiter le taux d’enrichissement pour aider à instaurer la confiance».
 De son côté, un haut responsable américain a indiqué, sous le couvert d’anonymat, que les États-Unis étaient «encouragés par les résultats des discussions» et attendaient «avec impatience la prochaine rencontre (...)».
 Lancés le 12 avril, les pourparlers visent à conclure un nouvel accord censé empêcher l’Iran de se doter de l’arme atomique, une ambition que Téhéran a toujours niée, en échange d’une levée des sanctions qui paralysent l’économie iranienne.
 «Inacceptables»
 L’Iran enrichit actuellement l’uranium à 60%, bien au-delà de la limite de 3,67% fixée par l’accord nucléaire de 2015, alors qu’un taux de 90% est nécessaire pour un usage militaire. Ses stocks de matière fissile inquiètent les puissances occidentales.
 Les Occidentaux, au premier rang desquels les États-Unis, soupçonnent l’Iran de chercher à se doter de l’arme atomique, mais ce pays affirme que son programme est destiné à des fins civiles. «L’Iran ne renoncera pas à ses droits nucléaires pacifiques», a affirmé le président iranien Massoud Pezeshkian après les discussions à Mascate. La question du «démantèlement de l’ensemble des installations nucléaires iraniennes est inacceptable pour nous», a-t-il ajouté.
 Dans une déclaration vendredi au média Breitbart News, Steve Witkoff avait souligné l’opposition de l’administration Trump à tout enrichissement. «Cela signifie le démantèlement, l’interdiction de la militarisation, et que Natanz, Fordo et Ispahan (trois installations d’enrichissement en Iran) doivent être démantelées.» Quant aux pourparlers, «s’ils ne sont pas productifs dimanche, ils ne continueront pas et nous devrons emprunter une autre voie», avait-il averti.
 Aux négociations dimanche, il y a eu un échange d’«idées utiles et originales reflétant une volonté de parvenir à un accord honorable», a dit le médiateur omanais. Et les Affaires étrangères à Téhéran ont évoqué des pourparlers «difficiles mais utiles pour (...) trouver des moyens raisonnables et réalistes pour surmonter les divergences». L’Iran avait dit qu’il réclamerait dimanche la levée des sanctions et la reconnaissance de son droit à l’énergie nucléaire à des fins pacifiques.
 Après son retour à la Maison Blanche en janvier, M. Trump a relancé sa politique dite de «pression maximale» sur l’Iran et pressé l’Iran de négocier tout en menaçant de la bombarder en cas d’échec de la diplomatie.
 Pendant le premier mandat de Donald Trump, les États-Unis se sont retirés en 2018 de l’accord conclu en 2015 entre l’Iran et les grandes puissances pour encadrer le programme nucléaire iranien en échange d’une levée des sanctions internationales, le rendant caduc.
 L’accord de 2015 prévoit de rétablir des sanctions internationales en cas de non-respect par l’Iran de ses engagements, une option qui expire en octobre prochain. Les discussions entre l’Iran et les États-Unis, qui n’ont pas de relations diplomatiques depuis 1980, sont les premières à ce niveau depuis le retrait américain de l’accord nucléaire.",https://fr.le360.ma/resizer/v2/ZGJNLGRNVRA3VK2UPLQRW3PTQI.jpeg?auth=64f4f8855f1d7d992b1d2a5aa75fbc415fba9e6ec779a69bef97d398170c4586&smart=true&width=1216&height=684,"Par, Le360 (avec AFP)"
"Inde-Pakistan: retour du calme à la frontière, les militaires reprennent langue",https://fr.le360.ma/monde/inde-pakistan-retour-du-calme-a-la-frontiere-les-militaires-reprennent-langue_PQBMYGL3H5G4FAOMEJMERPIMZI/,International,Le 12/05/2025 à 08h43,"Généraux indiens et pakistanais doivent ce lundi de la situation à leur frontière, où le calme est revenu après une confrontation militaire entre les deux pays durant les dernières semaines, et qui a fait une soixantaine de morts parmi les civils.","
 Généraux indiens et pakistanais doivent s’entretenir ce lundi à la mi-journée de la situation à leur frontière, où le calme est revenu après la confrontation militaire la plus grave entre les deux puissances nucléaires depuis deux décennies.
 Pour la première fois depuis plusieurs nuits, l’armée indienne n’a fait état d’aucun incident significatif le long de la «ligne de contrôle» (LoC) qui sépare la région contestée du Cachemire entre les deux pays. Un échange téléphonique a été prévu à 06H30 GMT entre les chefs des opérations militaires des deux camps pour discuter de la situation sur le terrain, a fait savoir l’état-major indien.
 La semaine dernière, l’Inde et le Pakistan se sont retrouvés au seuil d’une nouvelle guerre ouverte, échangeant les attaques de drones, les tirs d’artillerie et les frappes de missiles sur leurs sols. Selon leurs décomptes très partiels, ces combats ont tué une soixantaine de civils des deux camps.
 «Missions accomplies»
 Alors que les hostilités ne montraient aucun signe de ralentissement, Donald Trump a créé la surprise samedi après-midi en annonçant avoir arraché «un cessez-le-feu total et immédiat». Les deux capitales ont rapidement confirmé s’être accordées -«directement», a tenu à préciser New Delhi- pour rengainer leurs armes.
 Quelques heures plus tard, l’Inde et le Pakistan se sont accusés de «violations répétées» de la trêve, alors que violentes détonations secouaient la nuit à Srinagar, la principale ville du Cachemire indien, et en plusieurs points du territoire indien. Mais le calme est revenu à l’aube des deux côtés de la frontière, ont constaté les journalistes de l’AFP.
 Dimanche soir, les hauts-gradés des deux camps se sont félicités d’avoir rempli leur mission. «La seule question est de savoir si nous avons atteint notre objectif. Et la réponse à cette question est un oui éclatant», a déclaré devant la presse le général AK Barthi, de l’armée de l’air indienne. Le porte-parole de l’armée pakistanaise, le général Ahmed Chaudhry a salué avec le même enthousiasme «un succès sur le champ de bataille» de ses troupes.
 Trêves fragiles
 Les généraux des deux camps ont également souligné qu’ils restaient sur le qui-vive. Car malgré le cessez-le-feu, la prudence reste aussi de mise dans les populations, encore sous le choc de la violence des derniers jours.
 «Un cessez-le-feu signifie que tout est réglé mais ce n’est clairement pas le cas», a confié à l’AFP Kuldeep Raj, 56 ans, un habitant du village indien de Kotmaira, victimes samedi soir de tirs d’artillerie pakistanais malgré la trêve.
 «Cela fait 50 ans que je vis le long de la LoC. Les trêves sont annoncées et les échanges de tirs reprennent quelques jours plus tard», a lancé en écho Mohammed Munir, un fonctionnaire pakistanais de 53 ans vivant à Chakhoti.
 En annonçant le cessez-le-feu, Donald Trump avait évoqué samedi des discussions en vue d’une «solution au Cachemire». Une source gouvernementale à New Delhi a toutefois rapidement écarté cette éventualité. «Les relations vont rester hostiles, les relations vont rester difficiles», prédit Praveen Donthi, analyste au centre de réflexion International Crisis Group (ICG).",https://fr.le360.ma/resizer/v2/LDBOIGCEBBFWLHR62A5FVHEF2M.jpg?auth=71bc71357094e255f99f5038e345849e5bed8f0d846944cbcd192e6768ae4084&smart=true&width=1216&height=684,"Par, Le360 (avec AFP)"
"CAN U20: où et quand suivre Maroc-Sierra Leone, le Mondial en ligne de mire",https://fr.le360.ma/sports/can-u20-ou-et-quand-suivre-maroc-sierra-leone-le-mondial-en-ligne-de-mire_V2QNAB6UKRD2RJVS2DGO3CZ5I4/,CAN,Le 12/05/2025 à 08h36,"En affrontant les Shooting Stars, les Lionceaux de l’Atlas ont à cœur de décrocher un ticket pour le dernier carré, synonyme de qualification pour la Coupe du monde U20 au Chili. Voici où et quand suivre ce duel décisif.","
 La sélection nationale des moins de 20 ans affronte, ce lundi 12 mai au stade du 30 juin au Caire, la Sierra Leone en quart de finale de la Coupe d’Afrique des Nations CAN U20 Egypte-2025. Un duel au sommet entre l’un des grands favoris et la grande sensation du tournoi.
 Les Lionceaux de l’Atlas ont terminé premiers du groupe B avec 7 points (2 victoires et 1 nul), alors que les Shooting Stars ont fini deuxièmes du groupe A avec le même nombre de points, avec notamment un succès retentissant contre l’Égypte (4-1).
 En conférence d’avant-match, le sélectionneur national, Mohamed Ouahbi, a reconnu que la rencontre ne sera pas facile pour ses poulains. «La Sierra Leone est une équipe qui a réalisé un bon premier tour. C’est l’une des révélations de ce tournoi. Il ne faut pas s’arrêter à leur match contre l’Afrique du Sud. Notre ambition reste la même. On reste sereins. On veut aller au bout.»",https://sport.le360.ma/resizer/v2/BIPYMVO6ENFFNPKOM4CMJHH2M4.jpg?auth=470394246eabb79fc516a8ee76cc5ca9d2a3108940b776e834e642d4a892f72d&smart=true&width=1216&height=684,Khalid Mesfioui
États-Unis et Chine s’apprêtent à dévoiler les détails de leur accord commercial,https://fr.le360.ma/monde/etats-unis-et-chine-sappretent-a-devoiler-les-details-de-leur-accord-commercial_K4D2VJ2ML5F75A4UH3DMTMSEXM/,International,Le 12/05/2025 à 08h02,Les États-Unis et la Chine doivent dévoiler lundi le détail des «progrès» qu’ils disent avoir accomplis ce week-end lors de négociations à Genève destinées à faire baisser la tension dans l’épineux dossier des droits de douane.,"
 Engagés dans un bras de fer commercial depuis l’imposition de droits de douane prohibitifs sur les produits chinois par le président américain Donald Trump, Washington et Pékindoivent diffuser dans la journée de ce lundi un communiqué commun.
 Le document livrera le détail des «progrès» que les deux plus grandes puissances économiques mondiales disent avoir accomplis lors de négociations tenues ce week-end à Genève, destinées à faire baisser la tension dans l’épineux dossier des droits de douane.
 Le secrétaire américain au Trésor, Scott Bessent, a affirmé dimanche que les discussions avaient permis de faire «des progrès substantiels», dans une brève déclaration à la presse à l’issue de la rencontre de deux jours avec le vice-Premier ministre chinois He Lifeng. Ce dernier lui a emboîté le pas quelques heures plus tard en évoquant des «progrès importants» après des discussions qualifiées de «franches, approfondies et substantielles».
 «Très encourageant»
 Pékin et Washington se sont mis d’accord pour établir «un mécanisme de consultation» sur le commerce, a souligné He Lifeng. Le vice-ministre chinois du Commerce Li Chenggang a précisé que le mécanisme en question permettrait «des échanges réguliers et irréguliers relatifs aux questions commerciales».
 La rencontre de Genève était la première en face à face de hauts responsables des deux pays depuis que Donald Trump a imposé, début avril, une surtaxe de 145% sur les marchandises venant de Chine, en plus des droits de douane préexistants. Pékin, qui a promis de combattre «jusqu’au bout» ces surtaxes, a riposté avec 125% de droits de douane sur les produits américains.
 «Ces discussions marquent un pas en avant significatif et, nous l’espérons, sont de bon augure pour l’avenir», a déclaré la directrice générale de l’Organisation mondiale du commerce (OMC) Ngozi Okonjo-Iweala, après avoir elle-même rencontré He Lifeng. «Ces progrès sont importants nous seulement pour les États-Unis et la Chine, mais aussi pour le reste du monde, notamment les économies les plus vulnérables.»
 «C’est très encourageant», a réagi la vice-présidente de l’Asia Society Policy Institute (ASPI), Wendy Cutler. «Les deux parties ont discuté durant plus de 15 heures. C’est une très longue réunion et je vois ça comme un point positif.» Cependant, «le diable est dans les détails», a-t-elle ajouté.
 La réunion à Genève est intervenue deux jours après que Donald Trump a dévoilé un accord commercial avec le Royaume-Uni, le premier conclu depuis qu’il a imposé des droits de douane plus ou moins prohibitifs à tous les pays.",https://fr.le360.ma/resizer/v2/PVHTKU4QIZHDHG2V3XL3HIXQNM.jpg?auth=421ebf7d77d7e0935e5610233f52b9507ca9d1b76748cb0484ee7b5d4b72ddf9&smart=true&width=1216&height=684,"Par, Le360 (avec AFP)"
"Météo. Hausse généralisée des températures ce lundi 12 mai, avec des orages sur l’Atlas, l’Oriental et le Rif",https://fr.le360.ma/societe/meteo-hausse-generalisee-des-temperatures-ce-lundi-12-mai-avec-des-orages-sur-latlas-loriental-et-le_IFRQJAADBFAJ7EUMJTSD47QI6M/,Société,Le 12/05/2025 à 06h58,Voici les prévisions météorologiques établies par la Direction générale de la météorologie pour la journée du lundi 12 mai 2025:,"
 - Ondées et orages sur les Haut et Moyen Atlas, l’Oriental et l’est du Rif et de la rive méditerranéenne.
 - Formations brumeuses locales, en matinée et en nuit, sur l’ouest des provinces Sud et près des côtes atlantiques Nord et Centre.
 - Temps relativement chaud sur les extrêmes Sud et Sud-Est du pays.
 - Rafales de vent assez fortes sur les plaines Centre, le Souss et sur les côtes Sud.
 - Température minimale de l’ordre de 05/11°C sur l’Atlas et le Rif, de 14/19°C sur les plaines à l’Ouest du Haut Atlas, le Sud-Est, le Souss, les provinces sahariennes et près des côtes et de 07/13°C partout ailleurs.
 - Température du jour en hausse générale.
 - Mer peu agitée à agitée en Méditerranée, belle à peu agitée sur le Détroit, peu agitée entre Cap Spartel et Mehdia et entre Tantan et Dakhla et peu agitée à agitée ailleurs.",https://fr.le360.ma/resizer/v2/B7AJHPDFEZDUVDHWQ756Z4BRNU.jpg?auth=f70f9cbba4ac2a305a0dd88b5afe87d8e122de3c6ee3b102b18824354cf182a5&smart=true&width=1216&height=684,"Par, Le360 (avec MAP)"
"Botola Pro D1 Inwi: LCD, CAF, relégation, barrages… le verdict final",https://fr.le360.ma/sports/botola-pro-d1-inwi-lcd-caf-relegation-barrages-le-verdict-final_PIZ4SBKEMRDX3EA6VHWWPYQG34/,Botola,Le 11/05/2025 à 22h03,"L’AS FAR accompagnera la RS Berkane en Ligue des Champions et le Wydad jouera la Coupe de la CAF. En bas du tableau, le Moghreb de Tétouan évoluera en D2 avec le Chabab de Mohammédia, tandis que le Hassania d’Agadir et la Jeunesse sportive Soualem disputeront les barrages pour le maintien.","
 Fin de suspense. La 30e et dernière journée de la Botola Pro D1 Inwi a livré son verdict en ce qui concerne les prétendants aux Coupes africaines et les désireux de sauvegarder leur place parmi l’élite.
 En haut du tableau, l’AS FAR a terminé deuxième après avoir surclassé le Hassania d’Agadir (3-0). Les Militaires disputeront la prochaine Ligue des Champions avec la Renaissance sportive de Berkane, sacrée championne.
 Vainqueur (2-0) de la Renaissance de Zemamra, le Wydad de Casablanca a validé son ticket pour la Coupe de la CAF. Le FUS de Rabat qui espérait un faux pas des Rouges est revenu de son déplacement à Meknès avec une victoire de 3-0, mais il reste 4e.
 En bas du tableau, le Moghreb de Tétouan, battu à domicile par la Jeunesse sportive Soualem, a dit adieu à la D1. Le MAT accompagnera le Chabab de Mohammédia en D2, alors que la JSS disputera les barrages pour le maintien, tout comme le Hassania d’Agadir.
 Le verdict final
 Les qualifiés pour les coupes africaines
 Ligue des champions: Renaissance sportive de Berkane (champion), AS FAR (deuxième)
 Coupe de la CAF: Wydad de Casablanca (troisième) + une deuxième équipe à déterminer.
 Les relégués en D2: Chabab de Mohammedia et Moghreb de Tétouan.
 Les Barragistes: Hassania d’Agadir et Jeunesse sportive Soualem",https://sport.le360.ma/resizer/v2/TN6F75HNOZEKDFPRNU43YYPP5U.png?auth=ef496b751385e60a077cd2923858b86d0570a2b07e93c0b465984e185d5906d7&smart=true&width=1216&height=684,Khalid Mesfioui
Établissements publics: enquête sur des marchés suspects d’une valeur de 60 millions de dirhams,https://fr.le360.ma/politique/etablissements-publics-enquete-sur-des-marches-suspects-dune-valeur-de-60-millions-de-dirhams_FJVVWV3VNBGL7GW7MB2AMA4SCI/,Politique,Le 11/05/2025 à 21h50,"Location de voitures, gardiennage, nettoyage et jardinage: la Cour des comptes enquête sur des marchés publics douteux lancés par des établissements et entreprises de l’État. Ces marchés auraient été attribués à des entreprises soupçonnées d’être liées à des responsables de ces organismes publics. Une revue de presse tirée du quotidien Assabah.","
 Les magistrats de la Cour des comptes entament des missions de contrôle dans plusieurs institutions publiques. Ces missions concernent des marchés publics passés récemment par ces organismes, rapporte le quotidien Assabah dans son édition du lundi 12 mai.
 Selon des sources citées par le quotidien, «les investigations portent particulièrement sur certains contrats de location de voitures, de jardinage et de gardiennage, dont ont bénéficié des entreprises spécifiques».
 Ces mêmes sources, poursuit Assabah, indiquent que ces marchés, notamment ceux liés à la location de voitures, «ne font pas l’objet d’un contrôle rigoureux, car ils s’inscrivent dans le cadre de la politique gouvernementale visant à réduire les coûts d’achat et d’entretien des véhicules en encourageant la location longue durée, considérée comme moins onéreuse. Les frais d’entretien étant pris en charge par les sociétés de location».
 Cette incitation gouvernementale a conduit des responsables de plusieurs institutions publiques et établissements à caractère économique du secteur public à «opter pour la location de voitures plutôt que leur acquisition. Une aubaine que certains d’entre eux n’ont pas hésité à mettre à profit, en créant des agences de location de voitures au nom de leurs proches, avec pour finalité de conclure avec elles des contrats longue durée assortis de budgets conséquents au nom des établissements qu’ils gèrent».
 Les sources d’Assabah confirment que l’intervention de la Cour des comptes «vise à vérifier la régularité des procédures de passation de ces marchés, d’autant que des indices suggèrent l’existence possible de liens entre les entreprises bénéficiaires et certains responsables des institutions visées par les enquêtes».
 Des soupçons, insiste le quotidien, pèsent sur «des responsables d’institutions et d’entreprises publiques, accusés d’avoir créé des sociétés au nom de leurs proches ou de personnes qui leur sont liées pour conclure des contrats et profiter des importants budgets alloués aux marchés de location de voitures».
 Selon Assabah, les investigations de la Cour des comptes se concentrent sur les entreprises ayant obtenu la majeure partie des marchés annoncés par les institutions publiques visées, notamment ceux relatifs à la location de voitures, au gardiennage, au jardinage et au nettoyage.
 En effet, «il a été établi que certaines institutions publiques ont alloué un budget annuel pour louer des voitures de luxe, inadaptées à la nature de leurs activités de terrain», souligne le quotidien. Les premières investigations, poursuit-il, révèlent que «les responsables de ces institutions divisent le budget dédié à cet effet en plusieurs tranches sur plusieurs années afin d’éviter la procédure d’appel d’offres, de nombreux contrats de location étant conclus de manière directe et de gré à gré».
 Selon Assabah, les marchés examinés par les magistrats de la Cour des comptes, dont les documents et les procédures de passation sont scrutés, «concernent des dizaines d’entreprises publiques et ont mobilisé des budgets totalisant 60 millions de dirhams dans le cadre de contrats à long terme pour la location de voitures, le jardinage, le gardiennage et le nettoyage».",https://fr.le360.ma/resizer/v2/YEISA4RLYJELBAC6GDL74KZQ54.jpg?auth=ff6be95b5a1d564aa2e0852f0f3be5ed2bc4a800c3c27c90d80155874c845ef2&smart=true&width=1216&height=684,"Par, le360"
Salé: recensement des bâtiments menaçant ruine,https://fr.le360.ma/societe/sale-recensement-des-batiments-menacant-ruine_XNAHHE6YOJANHHP277OACT4VAU/,Société,Le 11/05/2025 à 21h37,"Revue de presseFace au spectre des effondrements de bâtiments menaçant ruine, les autorités locales de Salé ont entamé, depuis quelques jours, une opération de recensement des édifices fragilisés dans certains quartiers de la vieille ville, connus pour le délabrement de leurs structures. Une revue de presse tirée d’Al Akhbar.","
 Depuis quelques jours, les autorités locales de Salé orchestrent une opération minutieuse de recensement des bâtiments menaçant ruine qui hantent les quartiers historiques de Mellah, Bab Lamrissa et Sidi Moussa. Cette initiative, motivée par la crainte de répéter les tragédies passées dues aux effondrements soudains, aspire à conjuguer vigilance et anticipation.
 «Des commissions pluridisciplinaires, mêlant urbanistes, représentants institutionnels, experts en génie civil et membres de la protection civile, arpentent ces quartiers pour évaluer la dangerosité des structures et cartographier l’urgence», rapporte Al Akhbar du lundi 12 mai. L’objectif est de constituer un registre précis des bâtiments vulnérables, préalable indispensable à leur intégration dans le plan national de restauration des médinas (2022-2026), porté par la ministre de l’Habitat, Fatima Ezzahra El Mansouri. Ce dispositif, dévoilé lors d’une précédente séance parlementaire, ambitionne un diagnostic territorialisé, classant méthodiquement les zones à risque à l’échelle du Royaume.
 «L’Agence nationale pour la rénovation urbaine et la réhabilitation des bâtiments menaçant ruine a déjà identifié 6.000 édifices menaçant ruine à Rabat-Salé, 10.000 dans la région Tanger-Tétouan-Al Hoceima et 4.000 à Casablanca-Settat», souligne Al Akhbar.
 Si les autorités évoquent des mesures radicales, telles que l’évacuation préventive des habitants, les acteurs associatifs restent sceptiques. Ils redoutent que ce recensement ne demeure un inventaire de plus, une formalité sans suites concrètes, et réclament une accélération des programmes de relogement et de réhabilitation.",https://fr.le360.ma/resizer/v2/23L3VEH6IJCKVN4KLCCTI4772U.jpeg?auth=d249f7f59e3ebbaf7c1d2bb7b6dc0697796b605ff436653f35a39d9a99370d8a&smart=true&width=1216&height=684,"Par, Hassan Benadad, Hassan Benadad"
Carrières et ressources hydriques: le parlement vent debout contre les pratiques rentières,https://fr.le360.ma/politique/carrieres-et-ressources-hydriques-le-parlement-vent-debout-contre-les-pratiques-rentieres_64EW7HMFKBCL5J2NQJCVRL5UBE/,Politique,Le 11/05/2025 à 20h59,"Les députés ont alerté sur les dysfonctionnements dans la gestion des carrières et des ressources en eau. Ils ont mis en garde contre les impacts négatifs de la situation actuelle, caractérisée par un chevauchement des compétences, une multiplicité d’intervenants et une faible coordination institutionnelle. Une revue de presse tirée du quotidien Al Ahdath Al Maghrebia.","
 Les députés de la majorité et de l’opposition viennent de lancer une alerte quant à la persistance des dysfonctionnements dans la gestion des carrières et des ressources en eau. Les parlementaires de la première Chambre ont ainsi appelé à renforcer la gouvernance dans l’exploitation des ressources naturelles et ont souligné l’urgence de rattraper le retard dans la mise en œuvre des réformes liées au domaine des carrières.
 D’après le quotidien Al Ahdath Al Maghrebia, qui rapporte l’information dans son édition du lundi 12 mai, cette mise en garde des élus a été lancée lors d’une réunion de la commission des infrastructures, de l’énergie, des mines et de l’environnement, consacrée à l’examen de l’avis du Conseil économique, social et environnemental sur «les autorisations d’exploitation des ressources naturelles: l’eau et les carrières».
 Lors de cette réunion, explique le quotidien, les élus de la majorité ont insisté sur le lien direct entre «les richesses nationales, les programmes de relance économique, la création d’emplois et la réalisation de la justice territoriale». Cela, tout en mettant en garde contre «les conséquences négatives de la situation actuelle, marquée par un chevauchement des compétences, une multiplicité d’intervenants et une faible coordination institutionnelle».
 Les députés de la majorité ont discuté des conclusions du rapport du CESE, qui a relevé «un retard dans l’élaboration des schémas régionaux de gestion des carrières, un manque criant de ressources humaines et techniques dédiées à la police des eaux et des carrières, ainsi qu’une grande complexité des procédures d’autorisation», poursuit le quotidien. Ce qui, selon le document, «affecte négativement l’attractivité des investissements et affaiblit l’efficacité des entreprises opérant dans les secteurs de la construction et des travaux publics».
 Les députés ont noté que «les efforts gouvernementaux en matière de sécurité hydrique, à travers la construction de barrages, de stations de dessalement et de l’autoroute de l’eau, restent insuffisants en l’absence d’une politique efficace de rationalisation de la consommation, d’une application stricte des réglementations et de la fin des pratiques anarchiques dans la gestion des carrières et des ressources en eau».
 Les interventions des groupes de la majorité, poursuit le quotidien, ont affirmé que «la gestion des ressources naturelles ne peut être soumise à l’improvisation ou à la complaisance, considérant que ces richesses nationales exigent une exploitation respectant les principes de transparence, d’égalité et de justice».
 De leur côté, les députés de l’opposition ont suivi une logique similaire, indique le quotidien, «mais avec un ton plus critique envers la gestion du secteur et les politiques publiques ». Ils ont estimé que la situation actuelle est marquée par « un manque de transparence et une anarchie». Ils ont, par conséquent, appelé à «rompre avec les pratiques de rente, à lutter contre le monopole et l’exploitation illégale, et à instaurer une responsabilité assortie de reddition des comptes dans l’exploitation des ressources naturelles».
 Les interventions des députés de l’opposition ont relevé que «le gouvernement n’a pas réussi à mettre en œuvre les lois relatives aux carrières et à l’eau, ni à enrayer les phénomènes de corruption et de favoritisme», poursuit le quotidien. Ils ont mis en garde, relève Al Ahdath Al Maghrebia, contre la persistance de ce qu’ils ont qualifié d’exploitation illégale de l’eau, orientée vers des activités agricoles ne contribuant pas au renforcement de la sécurité alimentaire nationale et entraînant l’épuisement des ressources hydrauliques dans un contexte de sécheresses successives.
 Les parlementaires de l’opposition ont ainsi appelé à une révision profonde de l’arsenal juridique régissant les carrières, à l’accélération de la publication des décrets d’application, à la simplification des procédures administratives, et au renforcement des performances de la police des eaux, des carrières et de l’environnement.
 Le CESE, note le quotidien, a tiré la sonnette d’alarme dans son avis, mettant en garde contre la dégradation et l’épuisement de nombreuses ressources naturelles vitales et stratégiques.
 Le Conseil a noté que plus de 102 000 utilisateurs prélèvent de l’eau en dehors du cadre légal, et que sur 292 089 points d’eau, seuls 30 646 disposent d’autorisations officielles, soit seulement 10%. Il a également souligné que «la longueur des procédures d’autorisation encourage le recours à des pratiques illégales».
 Concernant les carrières, le CESE met en garde contre la domination du secteur informel, représenté par des carrières non déclarées ou des carrières autorisées qui se livrent à des pratiques telles que la fraude ou la sous-déclaration des revenus, entre autres.",https://fr.le360.ma/resizer/v2/UKAL5UBPMNHSTCOYXEKYUDNI7E.jpg?auth=9b801aeda54ce796f35b02fc481d121cb436bdb3df2645683f8e0170c1a44bbd&smart=true&width=1216&height=684,"Par, Amyne Asmlal, Amyne Asmlal"
